False	15	83.375	0.0
False	15	142.375	0.0
False	15	143.75	0.0
False	15	145.140625	0.0
False	15	146.53125	0.0
False	0	147.875	0.0
False	0	149.265625	0.0
False	0	150.65625	0.0
False	0	152.046875	0.0
False	15	147.453125	0.0
False	15	149.625	0.0
False	15	150.421875	0.0
False	0	157.609375	0.0
False	15	153.890625	0.0
False	0	160.375	0.0
False	15	161.796875	0.0
False	15	157.375	0.0
False	15	158.8125	657.75
False	15	160.1875	655.5
False	15	161.71875	653.5
False	15	163.046875	652.0
False	0	170.171875	0.0
False	0	171.5625	0.0
False	15	167.25	650.0
False	0	174.34375	0.0
False	15	170.71875	0.0
False	15	172.03125	495.5
False	15	173.40625	494.25
False	15	174.671875	0.0
False	15	175.578125	0.0
False	15	176.9375	653.25
False	15	178.25	658.5
False	0	185.484375	0.0
False	0	186.921875	0.0
False	15	182.5625	665.25
False	15	183.84375	667.25
False	15	185.359375	668.25
False	15	186.71875	676.0
False	0	193.875	0.0
False	0	195.28125	0.0
False	15	189.203125	0.0
False	15	190.59375	2691.75
False	12	192.0	2725.75
False	15	193.375	2758.25
False	15	194.765625	2792.25
False	15	196.15625	2825.0
False	15	197.53125	2855.25
False	15	198.9375	2885.0
False	15	200.328125	2922.0
False	15	201.6875	2972.5
False	0	210.59375	0.0
False	15	204.4375	0.0
False	15	205.828125	3146.75
False	15	207.234375	3144.75
False	15	208.65625	3102.5
False	0	217.546875	0.0
False	15	214.546875	0.0
False	0	220.328125	0.0
False	15	214.171875	0.0
False	0	223.125	0.0
False	15	224.53125	0.0
False	15	225.9375	0.0
False	15	219.71875	0.0
False	15	221.09375	3514.75
False	0	230.078125	0.0
False	0	231.484375	0.0
False	0	232.875	0.0
False	0	234.265625	0.0
False	0	235.65625	0.0
False	0	237.046875	0.0
False	0	238.4375	0.0
False	0	239.828125	0.0
False	15	233.6875	0.0
False	15	241.140625	0.0
False	15	244.046875	0.0
False	15	245.4375	0.0
False	15	246.015625	0.0
False	15	248.21875	0.0
False	15	249.625	0.0
False	0	250.953125	0.0
False	15	252.03125	0.0
False	15	253.546875	0.0
False	15	255.1875	209.0
False	15	256.578125	0.0
False	15	258.03125	0.0
False	0	259.359375	0.0
False	0	260.75	0.0
False	0	262.15625	0.0
False	0	263.546875	0.0
False	0	264.9375	0.0
False	15	260.421875	0.0
False	15	261.75	697.5
False	15	263.15625	702.0
False	15	264.546875	712.75
False	15	265.84375	727.0
False	15	267.234375	737.0
False	15	268.578125	750.0
False	15	270.078125	0.0
False	15	271.40625	730.75
False	15	272.875	742.75
False	15	274.171875	753.75
False	15	275.625	762.5
False	15	276.78125	777.5
False	15	278.328125	0.0
False	15	279.78125	741.25
False	15	281.09375	734.25
False	15	282.609375	737.25
False	15	283.828125	744.5
False	15	285.328125	755.25
False	15	286.515625	770.5
False	0	294.109375	0.0
False	13	288.0	0.0
False	15	289.390625	2778.25
False	15	290.8125	0.0
False	15	292.296875	0.0
False	15	293.703125	2315.25
False	15	295.09375	2266.5
False	15	296.515625	2207.75
False	15	297.90625	2165.5
False	15	299.390625	2123.25
False	15	300.78125	0.0
False	0	309.453125	0.0
False	0	310.84375	0.0
False	0	312.234375	0.0
False	0	313.625	0.0
False	15	308.125	0.0
False	15	309.59375	1301.0
False	15	310.9375	1277.25
False	15	312.421875	1254.0
False	15	314.5	0.0
False	15	315.1875	0.0
False	15	316.578125	1189.0
False	15	318.0625	1173.25
False	0	326.171875	0.0
False	0	327.5625	0.0
False	15	323.59375	0.0
False	15	323.40625	0.0
False	0	331.78125	0.0
